Key,Source,Context,Changes,English,French,German,Klingon,Spanish
ulmToiletPaperDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Paper[-]\n\nIt's always nice to have some of it in the apocalypse. Burns quite well, too.",,,,
ulmCardboard,items,Item,KgNone,"Cardboard",,,,
ulmCardboardDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Paper[-]\n\nSome scrap cardboard. Burns quite well and with some duct tape I could make a cardboard box.",,,,
ulmPlayingCards,items,Item,KgNone,"Playing Cards",,,,
ulmPlayingCardsDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Paper[-]\n\nA set of of playing cards. Doesn't look that they burn that well.",,,,
ulmOldNewspaper,items,Item,KgNone,"Old Newspaper",,,,
ulmOldNewspaperDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Paper[-]\n\nCan get some scrap paper out of it or burn it.",,,,
ulmDocumentStack,items,Item,KgNone,"Document Stack",,,,
ulmDocumentStackDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Paper[-]\n\nA bunch of old documents. Nobody needs them anymore. Good source of scrap paper or can be used as burning material.",,,,
ulmMailStack,items,Item,KgNone,"Mail Stack",,,,
ulmMailStackDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Paper[-]\n\nA stack of random mail. Good source of paper.",,,,
ulmWoddenComb,items,Item,KgNone,"Wooden Comb",,,,
ulmWoddenCombDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nI see some hair in the comb - grose! Burnable, though.",,,,
ulmWoddenHanger,items,Item,KgNone,"Wooden Hanger",,,,
ulmWoddenHangerDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nMostly made out of wood and burns decently.",,,,
ulmWoddenMug,items,Item,KgNone,"Wooden Mug",,,,
ulmWoddenMugDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nMostly made out of wood and burns decently.",,,,
ulmPlunger,items,Item,KgNone,"Plunger",,,,
ulmPlungerDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nHandle is made out of wood and burns decently.",,,,
ulmMatches,items,Item,KgNone,"Matches",,,,
ulmMatchesDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nA pile of Matches. Not much to burn, but can light a fire much faster.",,,,
ulmAcousticGuitar,items,Item,KgNone,"Acoustic Guitar",,,,
ulmAcousticGuitarDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nAn old wooden guitar. Has some loose strings and a hole in the back. I bet it burns well.",,,,
ulmBowlingPin,items,Item,KgNone,"Bowling Pin",,,,
ulmBowlingPinDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Wood[-]\n\nBlood stained bowling pin made out of wood.",,,,
ulmGlassAshtray,items,Item,KgNone,"Glass Ashtray",,,,
ulmGlassAshtrayDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Glass[-]\n\nAn ashtray made out of glass.",,,,
ulmMeasuringTape,items,Item,KgNone,"Measuring Tape",,,,
ulmMeasuringTapeDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nUsed to measure things.",,,,
ulmJackPlane,items,Item,KgNone,"Jack Plane",,,,
ulmJackPlaneDesc,items,Item,,"Type: [decea3]Junk[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Iron[-]\n\nUsed to peel off wood chunks in order to get the desired shape.",,,,
ulmOldRags,items,Item,KgNone,"Old Rags",,,,
ulmOldRagsDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Cloth[-]\n\nSome old rags with a little bit of mold and blood stained on them.",,,,
ulmKeyboard,items,Item,KgNone,"Keyboard",,,,
ulmKeyboardDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nAn old mechanical computer keyboard.",,,,
ulmKeyboardCR,items,Item,KgNone,"Cash Register Keyboard",,,,
ulmKeyboardCRDesc,items,Item,,"Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nA generic cash register keyboard. You are going to need one if you plan to craft a cash register.",,,,
ulmTapeVHS,items,Item,KgNone,"VHS Tape",,,,
ulmTapeVHSDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nAn old VHS tape. Hard to tell what's on it, because there is no label.",,,,
ulmToothpaste,items,Item,KgNone,"Old Tooth paste",,,,
ulmToothpasteDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nI don't think it's a good idea to consume it.",,,,
ulmMensShavingCream,items,Item,KgNone,"Men's shaving cream",,,,
ulmMensShavingCreamDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nThe expiration date has expired on this.",,,,
ulmBleach,items,Item,KgNone,"Bleach",,,,
ulmBleachDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nI shouldn't drink that.",,,,
ulmShampoo,items,Item,KgNone,"Old Shampoo",,,,
ulmShampooDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nI shouldn't drink that.",,,,
ulmCheeseOld,items,Item,KgNone,"Old Cheese",,,,
ulmCheeseOldDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nA slightly moldy block of cheese. Edible, if you don't mind getting sick.",,,,
ulmCheeseSliceOld,items,Item,KgNone,"Old Cheese Slice",,,,
ulmCheeseSliceOldDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nA moldy slice of cheese. You could eat it, but you'll regret it.",,,,
ulmSandwitchMoldy,items,Item,KgNone,"Moldy Sandwich",,,,
ulmSandwitchMoldyDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmBreadMoldy,items,Item,KgNone,"Moldy Bread",,,,
ulmBreadMoldyDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmBreadSliceMoldy,items,Item,KgNone,"Moldy Bread Slice",,,,
ulmBreadSliceMoldyDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmMouseDead,items,Item,KgNone,"Dead Mouse",,,,
ulmMouseDeadDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nLooks like it's been dead for a while. I probably shouldn't eat that.",,,,
ulmDeadBird,items,Item,KgNone,"Dead Bird",,,,
ulmDeadBirdDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Feathers[-]\n\nNot much left of this poor bird other than a handful of feathers. I probably shouldn't eat that.",,,,
ulmCockroachDead,items,Item,KgNone,"Dead Cockroach",,,,
ulmCockroachDeadDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nOne of these isn't worth much, but if I could find a handful of them, I could get some organic material.",,,,
ulmRottingEyeball,items,Item,KgNone,"Rotting Eyeball",,,,
ulmRottingEyeballDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nSomeone lost an eye. I probably shouldn't eat that.",,,,
ulmAppleRotten,items,Item,KgNone,"Rotting Apple",,,,
ulmAppleRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmAppleRottenCore,items,Item,KgNone,"Rotting Apple Core",,,,
ulmAppleRottenCoreDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmBananaRotten,items,Item,KgNone,"Rotting Banana",,,,
ulmBananaRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmBananasRotten,items,Item,KgNone,"Rotting Bananas",,,,
ulmBananasRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmOrangesRotten,items,Item,KgNone,"Rotting Oranges",,,,
ulmOrangesRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmLemonsRotten,items,Item,KgNone,"Rotting Lemons",,,,
ulmLemonsRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmPizzaSliceMoldy,items,Item,KgNone,"Moldy Pizza Slice",,,,
ulmPizzaSliceMoldyDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmPineappleRotten,items,Item,KgNone,"Rotten Pineapple",,,,
ulmPineappleRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmPineappleSlicesRotten,items,Item,KgNone,"Rotten Pineapple slice",,,,
ulmPineappleSlicesRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmPaprikaRotten,items,Item,KgNone,"Rotting Paprika",,,,
ulmPaprikaRottenDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.",,,,
ulmNightdrawer,blocks,Block,KgNone,"Secure Night Stand",,,,
ulmNightdrawerDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nIf you want your place to look pretty and have a safe place to store your belongings, then this Reinforced Drawer will be the perfect choice for the job.",,,,
ulmCooler,blocks,Block,KgNone,"Secure Cooler",,,,
ulmCoolerDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Plastic[-]\n\nIf you want your place to look pretty and have a safe place to store your belongings, then this Reinforced Cooler will be the perfect choice for the job. It can also keep your drinks or food fresh!",,,,
ulmCardboardBox,blocks,Block,KgNone,"Secure Cardboard Box",,,,
ulmCardboardBoxDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Paper[-]\n\nPlayer craftable Box made out of Cardboard, that's strong as wood.",,,,
ulmMedicineCabinet,blocks,Block,KgNone,"Secure Medicine Cabinet",,,,
ulmMedicineCabinetDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nPlayer craftable Cabinet. Can store medicine and other items inside of it.",,,,
ulmBookcase,blocks,Block,KgNone,"Secure Bookcase",,,,
ulmBookcaseDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nPlayer craftable Book Shelving.",,,,
ulmCabinetBot,blocks,Block,KgNone,"Secure Cabinet",,,,
ulmCabinetBotDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nBottom Cabinet. Player craftable andk made out of very strong material.",,,,
ulmCabinetTop,blocks,Block,KgNone,"Secure Cabinet Top",,,,
ulmCabinetTopDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nTop Cabinet. Player craftable and made out of very strong material.",,,,
ulmCabinetSink,blocks,Block,KgNone,"Secure Sink",,,,
ulmCabinetSinkDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nCabinet with sink. Player craftable and made out of very strong material.",,,,
ulmDeskWood,blocks,Block,KgNone,"Secure Wooden Desk",,,,
ulmDeskWoodDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]10x10 (100 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nPlayer craftable durable Wooden Desk made out of very strong material.",,,,
ulmDeskMetal,blocks,Block,KgNone,"Secure Metal Desk",,,,
ulmDeskMetalDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [FDFF4F](Very Rare)[-]\nStorage: [decea3]10x10 (100 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable durable Metal Desk made out of very strong material.",,,,
ulmFileCabinet,blocks,Block,KgNone,"Secure File Cabinet",,,,
ulmFileCabinetDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]6x10 (60 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable durable Metal File Cabinet.",,,,
ulmFridge,blocks,Block,KgNone,"Secure Fridge",,,,
ulmFridgeDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]10x10 (100 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable durable Fridge.",,,,
ulmFridgeTop,blocks,Block,KgNone,"Secure Fridge Top",,,,
ulmFridgeTopDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable durable Fridge Top.",,,,
ulmFridgeBot,blocks,Block,KgNone,"Secure Fridge Bottom",,,,
ulmFridgeBotDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable durable Fridge Bottom.",,,,
ulmSafe,blocks,Block,KgNone,"Secure Safe",,,,
ulmSafeDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [FDFF4F](Very Rare)[-]\nStorage: [decea3]12x10 (120 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable Hardened Stainless Steel Safe.",,,,
ulmSafeInsecure,blocks,Block,KgNone,"Broken Secure Safe",,,,
ulmSafeInsecureDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [FDFF4F](Very Rare)[-]\nStorage: [decea3]12x10 (120 Slots)[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable Hardened Stainless Insecure Steel Safe.",,,,
ulmWallSafe,blocks,Block,KgNone,"Secure Wall Safe",,,,
ulmWallSafeDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [FDFF4F](Very Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nWall Safe. Player craftable Hardened Stainless Steel Safe.",,,,
ulmDeskSafe,blocks,Block,KgNone,"Secure Desk Safe",,,,
ulmDeskSafeDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [FDFF4F](Very Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nDesk Safe. Player craftable Hardened Stainless Steel Safe.",,,,
ulmMunitionsBox,blocks,Block,KgNone,"Secure Ammo Box",,,,
ulmMunitionsBoxDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [FDFF4F](Very Rare)[-]\nStorage: [decea3]10x10 (100 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable Hardened Stainless Steel Metal Crate, where you can store your weaponry.",,,,
ulmLockers,blocks,Block,KgNone,"Secure Lockers",,,,
ulmLockersDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable durable Metal Lockers.",,,,
ulmLargeWallSafe,blocks,Block,KgNone,"Secure Large Wall Safe",,,,
ulmLargeWallSafeDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable wall mounted Steel Vault.",,,,
ulmKeybox,blocks,Block,KgNone,"Secure Small Locker",,,,
ulmKeyboxDesc,blocks,Block,,"Type: [decea3]Secure Storage[-] [4FCBFF](Rare)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nPlayer craftable Steel Locker.",,,,
ulmJunctionBox,blocks,Block,KgNone,"Junction Box",,,,
ulmJunctionBoxDesc,blocks,Block,,"Type: [decea3]Power Relay[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Iron[-]\n\nWill make your electrical connections more tidy. You see wires during connecting, but disappears once connection is made.",,,,
ulmFusionBank,blocks,Block,KgNone,"Fusion Generator",,,,
ulmFusionBankDesc,blocks,Block,,"Type: [decea3]Power Source[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nBefore the incident, this was the leading edge technology. Its purpose was to replace conventional means of power generation, because of breakthroughs in fusion research and more affordable fusion cells.",,,,
ulmGeneratorV8,blocks,Block,KgNone,"Advanced Generator Bank",,,,
ulmGeneratorV8Desc,blocks,Block,,"Type: [decea3]Power Source[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nRequires: [decea3]Generator Bank (Level 2)[-]\nMaterial: [decea3]Iron[-]\n\nUsed to generate power for your electrical components. More powerful than regular generator bank.",,,,
ulmToolBench,blocks,Block,KgNone,"Engineering Table",,,,
ulmToolBenchDesc,blocks,Block,,"Type: [decea3]Crafting Station[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nUsed to craft more advanced recipes than the normal workstation using specific tools based on required tasks.",,,,
ulmSmithingTable,blocks,Block,KgNone,"Smithing Table",,,,
ulmSmithingTableDesc,blocks,Block,,"Type: [decea3]Crafting Station[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\nRequires: [decea3]Blacksmith (Level 2)[-]\nMaterial: [decea3]Iron[-]\n\nWorkplace for processing various metal bits and ingots.",,,,
ulmAmmoTable,blocks,Block,KgNone,"Ammunition Table",,,,
ulmAmmoTableDesc,blocks,Block,,"Type: [decea3]Crafting Station[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nWorkplace for handling, assembling and crafting ammo.",,,,
ulmCarpentersTable,blocks,Block,KgNone,"Carpenters Table",,,,
ulmCarpentersTableDesc,blocks,Block,,"Type: [decea3]Crafting Station[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nUsed to craft various kinds of building blocks.",,,,
ulmWsOven,blocks,Block,KgNone,"Oven",,,,
ulmWsOvenDesc,blocks,Block,,"Type: [decea3]Crafting Station[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nCan prepare food using included natural gas tank as fuel source.",,,,
ulmWsOvenWall,blocks,Block,KgNone,"Wall Oven",,,,
ulmWsOvenWallDesc,blocks,Block,,"Type: [decea3]Crafting Station[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nCan prepare food using included natural gas tank as fuel source.",,,,
ironBars,blocks,Block,KgNone,"Bars (Iron)",,,,
ironBarsDesc,blocks,Block,,"Type: [decea3]Block[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through iron bars and they offer decent protection.",,,,
ironBarsCentered,blocks,Block,KgNone,"Bars (Iron, Centered)",,,,
ironBarsCenteredDesc,blocks,Block,,"Type: [decea3]Block[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Iron Bars and they offer decent protection.",,,,
ulmSteelBars,blocks,Block,KgNone,"Bars (Steel)",,,,
ulmSteelBarsDesc,blocks,Block,,"Type: [decea3]Block[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Steel Bars and they offer better protection than Iron Bars.",,,,
ulmSteelBarsC,blocks,Block,KgNone,"Bars (Steel, Centered)",,,,
ulmSteelBarsCDesc,blocks,Block,,"Type: [decea3]Block[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Steel Bars and they offer better protection than Iron Bars.",,,,
ulmSSteelBars,blocks,Block,KgNone,"Bars (Stainless Steel)",,,,
ulmSSteelBarsDesc,blocks,Block,,"Type: [decea3]Block[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Stainless Steel Bars and they offer better protection than Steel or Iron Bars.",,,,
ulmSSteelBarsC,blocks,Block,KgNone,"Bars (Stainless Steel, Centered)",,,,
ulmSSteelBarsCDesc,blocks,Block,,"Type: [decea3]Block[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Stainless Steel Bars and they offer better protection than Steel or Iron Bars.",,,,
